fecha,anio,mes,dia_semana,estacion,id_vaca,nombre_vaca,raza,sistema_produccion,edad_meses,numero_lactancia,peso_kg,temperatura_c,humedad_pct,precipitacion_mm,indice_thi,estres_termico,tipo_alimento,consumo_ms_kg,fibra_pct,proteina_dieta_pct,energia_mcal_kg,aditivo_1,aditivo_2,metano_g_dia,intensidad_metano,leche_kg_dia,grasa_pct,proteina_leche_pct,lactosa_pct,omega3_mg_l,antioxidantes_ppm,mastitis,celulas_somaticas,condicion_corporal
2024-06-03,2024,6,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,623.81,25.11,47.56,4.43,71.66,0,Alta Energia,23.06,29.93,17.13,1.52,Taninos,Ninguno,483.07,14.2,34.02,3.43,3.33,4.77,187.94,9.21,0,227857,2.78
2024-06-04,2024,6,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,614.68,24.18,51.7,1.14,70.87,0,Alta Energia,27.14,27.9,19.11,1.52,Taninos,Ninguno,483.61,12.37,39.11,3.53,3.24,4.86,166.71,13.64,0,197481,3.07
2024-06-05,2024,6,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,631.8,28.11,53.53,5.05,76.31,1,Alta Energia,25.07,26.93,16.8,1.4,Taninos,Ninguno,486.86,13.36,36.44,3.63,3.15,4.6,151.34,12.38,0,253243,3.22
2024-06-06,2024,6,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,602.45,21.77,45.87,2.41,67.26,0,Alta Energia,22.05,26.86,19.39,1.45,Taninos,Ninguno,463.5,12.59,36.8,3.87,3.26,4.88,190.4,17.96,0,159546,3.5
2024-06-07,2024,6,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,611.46,26.83,55.37,3.21,74.82,1,Alta Energia,19.21,31.02,17.82,1.58,Taninos,Ninguno,500.81,13.95,35.9,3.88,3.09,4.76,186.15,11.05,0,191506,3.02
2024-06-08,2024,6,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,617.28,23.21,53.29,3.15,69.72,0,Alta Energia,21.82,28.48,17.18,1.58,Taninos,Ninguno,465.78,13.26,35.12,3.67,3.03,4.57,186.56,9.91,0,191681,3.23
2024-06-09,2024,6,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,615.53,28.05,58.07,0,76.84,1,Alta Energia,20.03,27.24,19.25,1.58,Taninos,Ninguno,485.84,13.46,36.09,3.79,3.09,4.77,179.2,11.28,0,131739,3.07
2024-06-10,2024,6,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,614.69,23.4,46.45,5.55,69.37,0,Alta Energia,24.11,33.84,18.89,1.64,Taninos,Ninguno,520.67,13.56,38.4,3.57,3.24,4.9,188.46,15.28,0,189739,3.32
2024-06-11,2024,6,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,617.81,26.27,51.83,8.29,73.65,1,Alta Energia,21.55,27.88,17.04,1.58,Taninos,Ninguno,463.67,13.54,34.24,3.66,3.25,4.94,161.28,14.31,0,171418,2.84
2024-06-12,2024,6,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,613.34,25.55,59.03,6.58,73.49,1,Alta Energia,23.93,27.85,18.94,1.66,Taninos,Ninguno,486.3,13.42,36.22,3.9,3.29,4.79,162.71,13.82,0,190504,3.19
2024-06-13,2024,6,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,603.63,25.04,53.85,0,72.24,1,Alta Energia,23.47,29.02,19.64,1.77,Taninos,Ninguno,459.26,11.88,38.65,3.4,3.31,4.63,170.24,6.91,0,215660,2.9
2024-06-14,2024,6,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,617.38,25.36,44.93,11.42,71.7,0,Alta Energia,24.05,28.59,17.45,1.79,Taninos,Ninguno,493.52,13.2,37.4,3.96,3.29,4.71,180.09,15.75,0,174407,3.19
2024-06-15,2024,6,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,618.53,21.42,58.79,10.15,67.71,0,Alta Energia,25.54,29.37,16.77,1.45,Taninos,Ninguno,495.49,14.7,33.72,3.83,3.19,4.93,179.65,10.69,0,191052,2.93
2024-06-16,2024,6,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,619.66,24.27,65.84,0,72.36,1,Alta Energia,25.6,27.38,17.3,1.48,Taninos,Ninguno,482.69,12.73,37.93,3.72,3.18,4.68,179.13,10.48,0,152519,2.34
2024-06-17,2024,6,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,626.15,23.24,48.76,0,69.37,0,Alta Energia,22.16,28.1,16.85,1.4,Taninos,Ninguno,480.71,13.56,35.44,3.62,3.09,4.48,202.03,6.64,0,194317,3.05
2024-06-18,2024,6,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,610.76,21.43,58.72,10.58,67.72,0,Alta Energia,22.8,30.37,17.47,1.62,Taninos,Ninguno,488.05,13.26,36.82,3.74,3.13,4.44,189.54,9.72,0,119272,3.32
2024-06-19,2024,6,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,616.69,25.42,66.63,3.87,74.13,1,Alta Energia,20.89,29.86,16.88,1.56,Taninos,Ninguno,482.86,13.83,34.91,3.86,2.87,4.69,177.22,9.82,0,177132,3.23
2024-06-20,2024,6,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,628.02,21.31,51.36,2.95,67.05,0,Alta Energia,22.56,30.15,18.39,1.75,Taninos,Ninguno,474.01,13.04,36.36,3.7,3.35,4.5,193.98,11.96,0,230129,3
2024-06-21,2024,6,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,611.39,22.93,54.49,8,69.46,0,Alta Energia,21.42,28.77,17.26,1.53,Taninos,Ninguno,488.06,12.39,39.38,3.79,3.02,4.58,168.04,13.58,0,216271,2.77
2024-06-22,2024,6,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,604.69,24.25,55.28,5.49,71.31,0,Alta Energia,23.9,29.76,17.93,1.92,Taninos,Ninguno,490.47,13.79,35.58,3.85,3.33,4.89,182.19,13.25,0,192143,2.93
2024-06-23,2024,6,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,617.99,22.05,50.68,14.9,67.97,0,Alta Energia,18.92,29.42,20.85,1.53,Taninos,Ninguno,488.4,13.89,35.17,3.75,3.19,4.72,165.11,9.18,0,193800,3.22
2024-06-24,2024,6,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,603.13,29.67,47.99,4.58,77.57,1,Alta Energia,20.17,26.87,18.4,1.79,Taninos,Ninguno,460.47,13.05,35.28,3.68,3.35,4.52,200.13,12.81,0,197270,3.18
2024-06-25,2024,6,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,607.31,22.68,55.91,0,69.22,0,Alta Energia,24.18,30.17,17.54,1.76,Taninos,Ninguno,490.21,14.24,34.43,3.85,3.26,4.92,171.64,12.42,0,199439,3.01
2024-06-26,2024,6,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,617.93,20.97,51.24,2.33,66.6,0,Alta Energia,25.24,28.11,17.24,1.59,Taninos,Ninguno,500.82,13.03,38.44,3.65,3.2,4.78,182.46,11.83,1,586168,3.24
2024-06-27,2024,6,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,605.41,23.56,43.92,2.73,69.35,0,Alta Energia,21.81,28.87,17.55,1.56,Taninos,Ninguno,466.89,12.55,37.19,3.69,3.04,4.79,171.37,12.85,1,598432,3.29
2024-06-28,2024,6,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,89,2,610.48,23.01,42.4,11.79,68.53,0,Alta Energia,22.66,29.78,18.69,1.76,Taninos,Ninguno,475.66,12.02,39.59,3.92,3.05,4.54,162.54,9.74,0,182580,3.18
2024-06-29,2024,6,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,633.74,24.76,55.02,13.54,71.97,0,Alta Energia,22.16,27.73,17.93,1.79,Taninos,Ninguno,453.75,12.01,37.78,3.94,3.04,4.62,185.34,13.3,0,225968,3.43
2024-06-30,2024,6,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,608.35,20.02,47.33,0,65.13,0,Alta Energia,24.21,28.09,17.76,1.76,Taninos,Ninguno,490.02,13.07,37.5,3.47,3.26,4.53,190.79,13.31,0,208879,3.42
2024-07-01,2024,7,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,622.05,24.19,45.61,10.91,70.3,0,Alta Energia,19.75,27.29,19.34,1.64,Taninos,Ninguno,465.59,13.3,35.02,3.85,3.01,4.83,216.88,15.41,0,185102,3.22
2024-07-02,2024,7,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,616.81,24.22,50.45,0,70.8,0,Alta Energia,21.67,27.45,18.4,1.63,Taninos,Ninguno,461.57,12.3,37.53,3.64,3.23,4.89,187.16,10.71,0,192876,3.12
2024-07-03,2024,7,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,608.45,22.23,50.14,9.82,68.17,0,Alta Energia,22.23,29.13,17.78,1.39,Taninos,Ninguno,450.43,11.69,38.52,3.74,3.07,4.71,179.08,11.21,0,152263,2.84
2024-07-04,2024,7,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,626.67,23.36,45.55,6.98,69.25,0,Alta Energia,17.38,30.92,19.88,1.54,Taninos,Ninguno,459.13,12.58,36.5,3.69,3.23,4.93,176.65,9.34,0,173547,3.31
2024-07-05,2024,7,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,617.69,21.85,50.77,3.57,67.72,0,Alta Energia,26.46,30.61,18.33,1.49,Taninos,Ninguno,474.16,12.76,37.17,3.68,3.31,4.78,180.38,11.46,0,186036,2.98
2024-07-06,2024,7,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,616.85,22.82,50.12,0,68.93,0,Alta Energia,22.23,28.95,16.71,1.42,Taninos,Ninguno,480.62,13.47,35.67,3.63,3.17,4.78,182.79,15.48,0,122996,3.34
2024-07-07,2024,7,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,609.75,21.86,50.9,8.5,67.74,0,Alta Energia,22.09,27.77,17.81,1.78,Taninos,Ninguno,478.53,12.93,37.01,3.65,2.9,4.68,174.19,12.81,0,176614,3.38
2024-07-08,2024,7,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,623.28,21.33,49.03,9.94,66.92,0,Alta Energia,24.31,26.8,16.69,1.53,Taninos,Ninguno,480.61,12.18,39.47,3.69,3.22,4.98,177.9,9.52,0,200938,3.3
2024-07-09,2024,7,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,619.04,22.84,57.35,0,69.57,0,Alta Energia,19.44,30.19,17.93,1.33,Taninos,Ninguno,454.6,12.26,37.08,3.71,3.29,4.91,176.5,12.68,0,140265,2.77
2024-07-10,2024,7,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,606.98,18.82,40.94,0,63.31,0,Alta Energia,23.48,29.41,17.53,1.57,Taninos,Ninguno,462.46,13.83,33.43,3.69,3.19,4.84,175.22,12.05,0,187928,3.01
2024-07-11,2024,7,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,601.9,19.15,46.88,0,63.99,0,Alta Energia,18.82,28.55,17.52,1.76,Taninos,Ninguno,485.22,13.38,36.27,3.72,3.19,4.88,181.86,13,0,195739,3.08
2024-07-12,2024,7,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,623.23,20.94,40.36,0,65.86,0,Alta Energia,21.93,25.36,19.34,1.48,Taninos,Ninguno,418.14,11.07,37.76,3.67,3.26,4.85,173.04,13.68,0,196449,2.93
2024-07-13,2024,7,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,630.89,20.98,46.23,7.37,66.28,0,Alta Energia,23.72,25.16,15.89,1.71,Taninos,Ninguno,464.72,12.93,35.93,3.69,3.33,4.52,205.03,13.02,0,207785,3.55
2024-07-14,2024,7,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,622.66,21.34,47.58,4.29,66.83,0,Alta Energia,20.32,30.55,17.56,1.63,Taninos,Ninguno,490.47,14.14,34.7,4.24,3.26,4.73,182.78,13.59,0,174061,2.82
2024-07-15,2024,7,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,612.39,18.89,45.89,10.07,63.61,0,Alta Energia,23.31,30.21,18.08,1.51,Taninos,Ninguno,476.38,12.77,37.32,3.81,3.32,5.21,176.85,8.95,1,586804,3.14
2024-07-16,2024,7,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,623.35,23.17,45.03,5.54,68.96,0,Alta Energia,17.01,26.9,18.06,1.46,Taninos,Ninguno,439.02,12.32,35.63,3.96,3.13,4.52,156.43,11.04,0,221910,2.34
2024-07-17,2024,7,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,625.56,18.38,49.1,1.34,63.1,0,Alta Energia,19.68,27.22,17.51,1.68,Taninos,Ninguno,466.79,12.5,37.36,3.54,2.98,4.53,200.71,10.37,0,177017,3.39
2024-07-18,2024,7,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,623.8,24.16,50.67,5.57,70.74,0,Alta Energia,23.9,31.74,17.7,1.56,Taninos,Ninguno,504.54,13.94,36.18,4.15,3.16,4.81,161.63,12.7,0,218311,3.29
2024-07-19,2024,7,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,622.34,17.41,38.98,3.77,61.55,0,Alta Energia,22.65,29.93,19.7,1.64,Taninos,Ninguno,473.8,12.83,36.94,3.87,2.97,4.61,185.51,13.64,0,176504,2.9
2024-07-20,2024,7,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,616.96,19.59,49.82,8.37,64.71,0,Alta Energia,22.66,29.12,19.18,1.61,Taninos,Ninguno,471,12.75,36.95,4.09,3.36,4.45,192.26,11.95,0,146160,3.12
2024-07-21,2024,7,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,606.22,23.58,52.48,2.39,70.15,0,Alta Energia,24.01,31.32,18.4,1.47,Taninos,Ninguno,476.09,13.33,35.71,3.58,3.07,4.6,169.81,8.98,0,208591,3.25
2024-07-22,2024,7,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,623.24,17.68,45.87,10.8,62.09,0,Alta Energia,21.87,27.45,17.02,1.4,Taninos,Ninguno,479.91,13,36.92,3.52,3.1,4.53,198.8,12.19,1,558381,2.93
2024-07-23,2024,7,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,614.95,19.14,51.28,7.02,64.19,0,Alta Energia,22.16,30.26,17.24,1.34,Taninos,Ninguno,491.05,13.4,36.66,3.8,3.34,4.76,183.43,12.23,0,195938,2.71
2024-07-24,2024,7,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,629.05,20.92,52.51,11.13,66.61,0,Alta Energia,22.57,26.04,17.08,1.74,Taninos,Ninguno,460.48,12.53,36.76,4.24,3.14,4.64,185.18,14.48,0,153554,3.09
2024-07-25,2024,7,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,610.18,18.13,45.18,0,62.64,0,Alta Energia,23.96,27.85,18.71,1.75,Taninos,Ninguno,465.68,12.19,38.21,3.89,3.19,4.46,181.42,14.26,0,194586,2.91
2024-07-26,2024,7,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,612.04,16.66,39.66,0,60.66,0,Alta Energia,20.47,25.87,17.85,1.56,Taninos,Ninguno,461.55,12.6,36.63,3.89,3.2,4.84,150.44,10.45,0,190767,3.26
2024-07-27,2024,7,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,599.57,17.12,43.48,6.44,61.32,0,Alta Energia,22.67,26.16,17.33,1.65,Taninos,Ninguno,452.87,12.19,37.14,3.51,3.32,4.92,169.48,12.56,0,204538,2.98
2024-07-28,2024,7,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,90,2,624.02,17.43,52.72,6.39,61.98,0,Alta Energia,21.81,27.9,17.54,1.71,Taninos,Ninguno,445.8,12.34,36.13,3.6,3.34,4.81,180.19,13.01,0,185798,3.45
2024-07-29,2024,7,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,612.12,19.67,49.44,10.75,64.79,0,Alta Energia,22.41,24.3,17.88,1.64,Taninos,Ninguno,425.78,10.98,38.77,3.78,3.31,4.71,161,8.25,0,174685,2.83
2024-07-30,2024,7,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,600.3,20.66,44.78,1.28,65.8,0,Alta Energia,24.54,27.46,17.62,1.5,Taninos,Ninguno,492.99,14.06,35.07,3.82,3.22,4.67,167.31,10.76,0,187192,2.64
2024-07-31,2024,7,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,637.06,15.92,47.76,0,59.9,0,Alta Energia,24.43,29.1,15.73,1.72,Taninos,Ninguno,492.28,13.42,36.68,3.77,3.28,4.61,188,10.08,0,218938,3.54
2024-08-01,2024,8,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,611.93,12.97,46.95,11.7,56.12,0,Alta Energia,20.86,29.31,19.55,1.2,Taninos,Ninguno,497.46,13.23,37.59,3.89,3.32,5.02,187.95,12.54,0,178112,3.13
2024-08-02,2024,8,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,614.37,18.81,44.03,3.12,63.44,0,Alta Energia,21.81,28.03,18.64,1.75,Taninos,Ninguno,456.89,13.2,34.6,3.97,3.03,4.77,173.35,12.78,0,148483,2.62
2024-08-03,2024,8,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,624.22,20.29,40.5,4.91,65.07,0,Alta Energia,24.12,29.62,17.73,1.69,Taninos,Ninguno,492.04,14.19,34.67,3.93,3.24,4.48,184.89,14.28,0,237182,3.26
2024-08-04,2024,8,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,604.1,17.5,37.97,1.51,61.63,0,Alta Energia,21.75,27.08,18.66,1.56,Taninos,Ninguno,455.14,14.08,32.32,3.97,3.31,4.75,148.48,13.05,1,541393,3.36
2024-08-05,2024,8,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,603.16,18.49,42.56,0.86,62.99,0,Alta Energia,21.05,31.99,18.27,1.87,Taninos,Ninguno,502.6,14.03,35.82,3.75,3.22,4.68,170.96,14.57,0,194775,3.28
2024-08-06,2024,8,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,611.47,16.43,54,12.42,60.66,0,Alta Energia,21.35,27.94,19.16,1.37,Taninos,Ninguno,469.93,12.64,37.18,3.7,3.05,4.47,181.48,12.76,0,171302,3.1
2024-08-07,2024,8,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,609.12,17.73,39.51,6.35,61.95,0,Alta Energia,20.3,30.32,17,1.58,Taninos,Ninguno,501.16,14.17,35.37,3.86,3.26,4.87,204.22,14.59,0,206824,3.35
2024-08-08,2024,8,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,617.85,17.53,49.01,3.25,62,0,Alta Energia,24.72,27.97,16.78,1.49,Taninos,Ninguno,494.24,13.54,36.51,3.54,3.34,4.61,169.74,13.21,0,195615,3.46
2024-08-09,2024,8,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,610.47,16.69,42.75,0,60.76,0,Alta Energia,22.7,28.89,17.76,1.72,Taninos,Ninguno,492.09,13.53,36.38,4.27,3.36,4.58,182.8,15.6,0,192473,2.69
2024-08-10,2024,8,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,614.59,14.67,42.64,18.55,58.28,0,Alta Energia,21.07,23.59,18.25,1.65,Taninos,Ninguno,455.72,13.31,34.25,3.89,3.43,4.83,182.11,13.55,0,169689,3.05
2024-08-11,2024,8,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,625.47,18.36,38.5,1.18,62.67,0,Alta Energia,23.85,27.06,18.83,1.55,Taninos,Ninguno,462.16,13.75,33.61,3.67,3.4,4.85,187.42,11.99,0,191163,3.37
2024-08-12,2024,8,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,610.07,18.17,46.01,0.86,62.72,0,Alta Energia,23.69,28.3,17.87,1.59,Taninos,Ninguno,458.93,12.57,36.52,3.69,3.15,4.7,186.88,12.7,0,145793,3.18
2024-08-13,2024,8,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,632.01,20.04,33.53,6.75,64.39,0,Alta Energia,22.81,27.93,19.35,1.38,Taninos,Ninguno,481.03,13.99,34.37,3.78,3.12,4.53,210.11,9.49,0,207317,3.16
2024-08-14,2024,8,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,613.21,13.46,39.53,15.79,56.82,0,Alta Energia,20.63,29.7,18.3,1.78,Taninos,Ninguno,475.75,12.39,38.4,3.97,3.17,4.6,189.56,14.34,0,170011,2.55
2024-08-15,2024,8,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,605.15,18.78,44.08,0.73,63.41,0,Alta Energia,19.44,30.35,18.19,1.61,Taninos,Ninguno,474.7,12.68,37.44,4.03,3.1,4.79,180.28,11.48,1,530861,3.15
2024-08-16,2024,8,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,627.28,16.2,50.34,10.06,60.3,0,Alta Energia,20.48,27.98,18.24,1.53,Taninos,Ninguno,455.99,12.45,36.62,3.61,3.43,4.69,153.87,10.79,0,180940,3.06
2024-08-17,2024,8,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,616.19,16.59,47.93,8.37,60.75,0,Alta Energia,17.92,26.71,18.49,1.46,Taninos,Ninguno,426.11,11.87,35.9,3.68,3.06,4.91,188.87,15.97,0,168112,3.52
2024-08-18,2024,8,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,607.49,17.96,48.29,6.1,62.53,0,Alta Energia,18.23,27.4,18.47,1.58,Taninos,Ninguno,468.57,13.26,35.33,3.32,3.12,4.28,185.41,11.48,0,136749,3.18
2024-08-19,2024,8,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,615.22,14.38,41.56,14.13,57.92,0,Alta Energia,18.05,26.84,16.17,1.65,Taninos,Ninguno,452.98,11.63,38.94,3.5,3.45,4.85,184.27,9.73,0,187636,3.25
2024-08-20,2024,8,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,627.85,14.7,48.01,17.85,58.32,0,Alta Energia,26.72,27.51,19.3,1.51,Taninos,Ninguno,488.2,13.26,36.81,3.81,3.2,4.52,194.48,10.16,0,201476,3.56
2024-08-21,2024,8,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,630.69,18.78,48.38,4,63.59,0,Alta Energia,24.77,28.47,15.18,1.8,Taninos,Ninguno,513.32,14.04,36.57,4.41,3.29,4.75,181.05,12.15,0,172579,2.15
2024-08-22,2024,8,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,613.1,19.84,42.97,1.91,64.66,0,Alta Energia,24.97,28.68,18.31,1.38,Taninos,Ninguno,502.05,13.91,36.1,3.46,3.15,4.75,187.53,12.75,0,199220,3.08
2024-08-23,2024,8,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,614.83,16.21,48.96,7.8,60.29,0,Alta Energia,20.09,31.38,18.13,1.65,Taninos,Ninguno,465.1,12.5,37.2,4.06,3.38,4.57,179.88,9.98,0,155509,2.99
2024-08-24,2024,8,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,626.96,17.99,39.42,0,62.25,0,Alta Energia,20.46,26.27,19.04,1.66,Taninos,Ninguno,444.44,11.9,37.34,3.65,2.92,4.85,187.21,15.45,0,210043,3.38
2024-08-25,2024,8,Sunday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,612.26,16.5,43.47,0,60.55,0,Alta Energia,25.05,27.04,17.43,1.68,Taninos,Ninguno,483.12,12.81,37.7,3.8,3.51,4.8,177.47,12.1,0,176437,2.48
2024-08-26,2024,8,Monday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,606.31,14.56,51.83,0.68,58.16,0,Alta Energia,22.18,28.67,18.8,1.63,Taninos,Ninguno,470.78,13.25,35.54,3.56,3.17,4.67,169.65,13.43,0,151243,2.98
2024-08-27,2024,8,Tuesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,91,2,625.43,13.09,48.31,5.27,56.25,0,Alta Energia,21.76,27.69,18.25,1.59,Taninos,Ninguno,455.49,12.4,36.73,3.76,3.02,4.53,184.47,13.25,0,139483,2.82
2024-08-28,2024,8,Wednesday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,92,2,617.92,11.3,46.64,2.45,54,0,Alta Energia,23.85,24.95,19.2,1.32,Taninos,Ninguno,462.05,12.6,36.67,3.99,3.31,4.69,189.74,6.57,0,155747,3.34
2024-08-29,2024,8,Thursday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,92,2,613.73,16.47,47.84,3.02,60.6,0,Alta Energia,21.37,28.81,18.68,1.8,Taninos,Ninguno,454.72,12.37,36.75,4.11,3.1,4.67,171.68,11.96,0,150302,3.1
2024-08-30,2024,8,Friday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,92,2,616.52,15.78,43.22,0,59.65,0,Alta Energia,22.37,29.72,18.06,1.53,Taninos,Ninguno,457.89,12.54,36.52,3.41,3.24,4.56,175.16,9.76,0,189828,3.62
2024-08-31,2024,8,Saturday,Verano,VAC_021,Vaca_021,Holstein,Semi-Intensivo,92,2,610.55,13.58,49.05,0,56.88,0,Alta Energia,25.28,28.49,18.69,1.61,Taninos,Ninguno,495.93,13.6,36.45,3.51,3.25,4.84,165.92,8.42,0,130894,2.39
2024-09-01,2024,9,Sunday,Otoño,VAC_021,Vaca_021,Holstein,Semi-Intensivo,92,2,629.39,14.14,37.77,0.02,57.64,0,Alta Energia,23.27,30.64,15.95,1.66,Taninos,Ninguno,503.4,13.65,36.88,3.77,3.26,4.45,173.91,14.53,0,158407,3.19
2024-09-02,2024,9,Monday,Otoño,VAC_021,Vaca_021,Holstein,Semi-Intensivo,92,2,618.6,16.44,45.61,0.47,60.52,0,Alta Energia,20.98,27.42,19.02,1.65,Taninos,Ninguno,457.31,12.45,36.73,3.99,3.06,4.49,206.91,10.42,0,190881,3.12
